filename,prefix,frame_num,lat,lon,altitude,heading,left_lane_pixels_bottom,left_lane_pixels_top
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1392.png,FILE210926-101400F,1392,-38.1732784,145.1079388,84.900000,74.250000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1404.png,FILE210926-101400F,1404,-38.1732768,145.1079566,84.900000,76.960000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1416.png,FILE210926-101400F,1416,-38.1732752,145.1079744,84.900000,79.670000,170.01,23.98
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1428.png,FILE210926-101400F,1428,-38.1732736,145.1079922,84.900000,82.380000,191.89,39.35
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1440.png,FILE210926-101400F,1440,-38.1732720,145.1080100,84.900000,85.090000,223.51,94.02
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1452.png,FILE210926-101400F,1452,-38.1732702,145.1080298,84.900000,84.738000,217.58,125.27
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1464.png,FILE210926-101400F,1464,-38.1732684,145.1080496,84.900000,84.386000,190.86,97.58
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1476.png,FILE210926-101400F,1476,-38.1732666,145.1080694,84.900000,84.034000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1488.png,FILE210926-101400F,1488,-38.1732648,145.1080892,84.900000,83.682000,272.74,232.68
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1500.png,FILE210926-101400F,1500,-38.1732630,145.1081090,84.900000,83.330000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1512.png,FILE210926-101400F,1512,-38.1732588,145.1081304,84.900000,81.460000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1524.png,FILE210926-101400F,1524,-38.1732546,145.1081518,84.900000,79.590000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1536.png,FILE210926-101400F,1536,-38.1732504,145.1081732,84.900000,77.720000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1548.png,FILE210926-101400F,1548,-38.1732462,145.1081946,84.900000,75.850000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1560.png,FILE210926-101400F,1560,-38.1732420,145.1082160,84.900000,73.980000,102.36,11.38
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1572.png,FILE210926-101400F,1572,-38.1732342,145.1082380,84.900000,72.300000,113.00,10.83
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1584.png,FILE210926-101400F,1584,-38.1732264,145.1082600,84.900000,70.620000,112.57,2.19
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1596.png,FILE210926-101400F,1596,-38.1732186,145.1082820,84.900000,68.940000,150.26,6.12
